0 0 0.00362723 0
0 0.497512 0.00282286 0
0 0.995025 0.0024392 0
0 1.49254 0.00180879 0
0 1.99005 0.00140767 0
0 2.48756 0.000871663 0
0 2.98507 0.000483168 0
0 3.48259 0.000227098 0
0 3.9801 2.05545e-10 0
0 4.47761 2.05565e-10 0
0 4.97512 2.05569e-10 0
0 5.47264 2.0558e-10 0
0 5.97015 2.05588e-10 0
0 6.46766 2.05602e-10 0
0 6.96517 2.05616e-10 0
0 7.46269 2.05632e-10 0
0 7.9602 2.05649e-10 0
0 8.45771 2.05667e-10 0
0 8.95522 2.05687e-10 0
0 9.45274 2.05708e-10 0
0 9.95025 2.05731e-10 0
0 10.4478 2.05755e-10 0
0 10.9453 2.05781e-10 0
0 11.4428 2.05808e-10 0
0 11.9403 2.05836e-10 0
0 12.4378 2.05867e-10 0
0 12.9353 2.059e-10 0
0 13.4328 2.05935e-10 0
0 13.9303 2.05971e-10 0
0 14.4279 2.06012e-10 0
0 14.9254 2.0606e-10 0
0 15.4229 2.06105e-10 0
0 15.9204 2.06146e-10 0
0 16.4179 0.000246645 0
0 16.9154 0.00052409 0
0 17.4129 0.000947398 0
0 17.9104 0.00153525 0
0 18.408 0.00197702 0
0 18.9055 0.00267137 0
0 19.403 0.00309804 0
0 19.9005 0.00399608 0
0 20.398 0 0.0040062
0 20.8955 0 0.00420351
0 21.393 0 0.00454429
0 21.8905 0 0.00516597
0 22.3881 0 0.00530641
0 22.8856 0 0.00560854
0 23.3831 0 0.00605168
0 23.8806 0 0.00644518
0 24.3781 0 0.00558934
0 24.8756 0 0.00550334
0 25.3731 0 0.00545804
0 25.8706 0 0.00536758
0 26.3682 0 0.00541842
0 26.8657 0 0.00542111
0 27.3632 0 0.00534271
0 27.8607 0 0.00520309
0 28.3582 0 0.00514594
0 28.8557 0 0.00509724
0 29.3532 0 0.00504883
0 29.8507 0 0.0050132
0 30.3483 0 0.00495313
0 30.8458 0 0.00487769
0 31.3433 0 0.00480042
0 31.8408 0 0.00473095
0 32.3383 0 0.00465908
0 32.8358 0 0.00458474
0 33.3333 0 0.00450534
0 33.8308 0 0.00441853
0 34.3284 0 0.00432663
0 34.8259 0 0.00423282
0 35.3234 0 0.00413541
0 35.8209 0 0.00403388
0 36.3184 0 0.00392667
0 36.8159 0 0.00381427
0 37.3134 0 0.00369586
0 37.8109 0 0.00357287
0 38.3085 0 0.00344453
0 38.806 0 0.00331127
0 39.3035 0 0.00317221
0 39.801 0 0.00302811
0 40.2985 0 0.00287871
0 40.796 0 0.00272506
0 41.2935 0 0.00256731
0 41.791 0 0.00240659
0 42.2886 0 0.00224333
0 42.7861 0 0.00207896
0 43.2836 0 0.0019144
0 43.7811 0 0.00175131
0 44.2786 0 0.00159087
0 44.7761 0 0.00143474
0 45.2736 0 0.00128411
0 45.7711 0 0.00114045
0 46.2687 0 0.00100475
0 46.7662 0 0.000878101
0 47.2637 0 0.000761105
0 47.7612 0 0.00065431
0 48.2587 0 0.000557842
0 48.7562 0 0.000471714
0 49.2537 0 0.00039561
0 49.7512 0 0.000329116
0 50.2488 0 0.000271597
0 50.7463 0 0.000222368
0 51.2438 0 0.000180632
0 51.7413 0 0.000145601
0 52.2388 0 0.00011646
0 52.7363 0 9.24457e-05
0 53.2338 0 7.28257e-05
0 53.7313 0 5.69381e-05
0 54.2289 0 4.41799e-05
0 54.7264 0 3.40235e-05
0 55.2239 0 2.60064e-05
0 55.7214 0 1.97349e-05
0 56.2189 0 1.48748e-05
0 56.7164 0 1.11492e-05
0 57.2139 0 8.33055e-06
0 57.7114 0 6.23634e-06
0 58.209 0 4.72304e-06
0 58.7065 0 3.68211e-06
0 59.204 0 3.03586e-06
0 59.7015 0 2.73483e-06
0 60.199 0 2.75579e-06
0 60.6965 0 3.10091e-06
0 61.194 0 3.79784e-06
0 61.6915 0 4.90089e-06
0 62.1891 0 6.4932e-06
0 62.6866 0 8.68968e-06
0 63.1841 0 1.16414e-05
0 63.6816 0 1.55397e-05
0 64.1791 0 2.06228e-05
0 64.6766 0 2.71799e-05
0 65.1741 0 3.55594e-05
0 65.6716 0 4.61714e-05
0 66.1692 0 5.94966e-05
0 66.6667 0 7.60823e-05
0 67.1642 0 9.65523e-05
0 67.6617 0 0.000121589
