404.419	13.243
416.9	29.3049
429.359	56.9276
441.797	30.1404
454.214	2.97131
466.611	-0.55249
478.986	49.5953
491.341	59.4398
503.675	55.0055
515.988	68.3157
528.28	35.3931
540.552	50.2593
552.803	34.9354
565.034	39.4415
577.244	45.7968
589.431	20.0217
601.601	30.1306
613.749	38.1432
625.877	48.0743
637.986	-0.0596313
650.073	3.75745
662.142	15.5382
674.19	29.2972
686.216	19.0497
698.223	-3.19458
710.21	12.5775
722.179	36.3763
734.124	48.2164
746.052	32.1038
757.958	52.051
769.847	18.0658
781.716	10.1578
793.562	56.3373
805.392	10.6088
817.2	48.9833
828.991	105.464
840.76	102.063
852.508	88.7827
864.241	107.628
875.951	76.6084
887.643	129.726
899.316	122.987
910.969	146.396
922.604	87.9551
934.217	105.672
945.815	97.5459
957.389	33.5842
968.949	105.785
980.486	112.156
992.006	102.697
1003.51	123.41
1014.99	62.2971
1026.45	51.3608
1037.9	104.601
1049.32	30.0214
1060.73	23.6198
1072.11	25.3993
1083.48	19.3588
1094.83	31.5002
1106.16	45.8235
1117.48	86.3269
1128.77	43.0127
1140.05	65.8793
1151.31	42.9263
1162.55	74.1531
1173.77	39.559
1184.97	51.1431
1196.16	54.9047
1207.32	22.8419
1218.47	64.9539
1229.6	89.2393
1240.71	103.696
1251.81	120.324
1262.88	135.12
1273.94	184.083
1284.98	199.21
1296	254.501
1307.01	229.953
1317.99	237.563
1328.96	275.33
1339.91	175.251
1350.85	169.325
1361.76	155.548
1372.66	107.919
1383.54	104.434
1394.4	89.0922
1405.25	191.89
1416.07	180.825
1426.88	185.895
1437.68	297.097
1448.45	304.429
1459.21	263.887
1469.95	205.47
1480.67	81.1737
1491.38	30.996
1502.07	30.9341
1512.74	24.9857
1523.39	21.1477
1534.03	45.4172
1544.65	57.7917
1555.25	76.2681
1565.84	36.8442
1576.41	21.5165
1586.96	102.283
1597.5	131.14
1608.02	120.085
1618.52	157.117
1629.01	238.231
1639.47	347.426
1649.93	344.698
1660.36	344.045
1670.78	277.464
1681.18	154.953
1691.57	116.509
1701.93	4.12939
1712.29	1.81213
1722.62	-56.4459
1732.94	27.3529
1743.25	-18.7932
1753.53	-0.888184
1763.8	3.06677
1774.06	-0.92981
1784.29	-8.88208
1794.51	-30.7917
1804.72	37.3394
1814.91	27.5084
1825.08	-10.2863
1835.24	5.95288
1845.38	24.2241
1855.51	10.5248
1865.61	-5.14648
1875.71	1.20715
1885.78	37.5853
1895.85	51.9851
1905.89	46.4048
1915.92	54.8427
1925.93	3.29675
1935.93	39.7656
1945.91	30.2471
1955.88	40.7396
1965.83	39.2419
1975.77	45.752
1985.69	28.2687
1995.59	28.7897
2005.48	-2.68518
2015.35	49.8413
2025.21	18.3693
2035.05	46.8958
2044.88	81.4205
2054.69	-4.05811
2064.49	58.4591
2074.27	54.97
2084.03	45.4744
2093.78	77.9717
2103.52	34.459
2113.24	44.9366
2122.94	31.4042
2132.63	21.8583
2142.3	78.3004
2151.96	36.7295
2161.61	43.144
2171.24	29.5427
2180.85	49.9269
2190.45	34.2931
2200.04	0.64325
2209.6	40.9749
2219.16	73.2887
2228.7	61.5829
2238.23	35.859
2247.73	72.1136
2257.23	28.3488
2266.71	40.5637
2276.18	20.7565
2285.63	10.9282
2295.07	37.0786
2304.49	35.2065
2313.9	49.3132
2323.29	15.3969
2332.67	47.4581
2342.03	19.4969
2351.38	57.5135
2360.72	49.5069
2370.04	11.4777
2379.34	39.4252
2388.64	43.3503
2397.92	71.2527
2407.18	21.1328
2416.43	60.9899
2425.66	52.8245
2434.88	82.6373
2444.09	48.4284
2453.28	16.1968
2462.46	33.9448
2471.63	23.6707
2480.78	19.3755
2489.91	33.0596
2499.04	-15.2761
2508.15	30.3675
2517.24	49.9922
2526.32	35.5972
2535.39	29.1838
2544.44	-7.24847
2553.48	22.3016
2562.51	1.83429
2571.52	13.3499
2580.51	44.8486
2589.5	16.3326
2598.47	33.7998
2607.43	29.2531
2616.37	12.6915
2625.3	2.1167
2634.22	27.5287
2643.12	32.9279
2652.01	60.3158
2660.88	61.6917
2669.74	19.0574
2678.59	-3.58685
2687.43	47.7595
2696.25	19.0969
2705.06	28.4274
2713.85	9.74994
2722.63	75.0652
2731.4	104.376
2740.16	49.6805
2748.9	0.981689
2757.63	8.27765
2766.34	53.572
2775.04	8.8631
2783.73	4.15332
2792.41	21.4423
2801.07	56.7316
2809.72	34.0212
2818.36	31.3123
2826.98	74.6057
2835.59	97.902
2844.19	247.201
2852.77	302.505
2861.35	317.814
2869.91	415.129
2878.45	476.45
2886.98	561.779
2895.5	483.115
2904.01	586.46
2912.51	599.815
2920.99	681.18
2929.46	804.555
2937.92	709.942
2946.36	715.341
2954.79	652.753
2963.21	520.179
2971.62	421.619
2980.01	367.073
2988.39	320.543
2996.76	234.03
3005.11	175.532
3013.46	71.0527
3021.79	92.5912
3030.11	68.1479
3038.41	105.724
3046.71	81.3199
3054.99	94.9356
3063.26	114.573
3071.51	70.2305
3079.76	55.9111
3087.99	23.6131
3096.21	61.3391
3104.42	31.0881
3112.62	2.86023
3120.8	12.657
3128.97	72.478
3137.13	100.325
3145.28	70.1965
3153.41	76.0941
3161.53	64.0179
3169.65	55.968
3177.74	65.9454
3185.83	81.9496
3193.91	109.982
3201.97	56.0406
3210.02	54.128
3218.06	90.2429
3226.09	86.3864
3234.1	58.5585
3242.1	72.7595
3250.1	124.989
3258.08	73.2473
3266.04	117.535
3274	93.851
3281.95	74.1974
3289.88	126.571
3297.8	94.9755
3305.71	143.408
3313.61	113.871
3321.49	86.361
3329.37	106.881
3337.23	99.4295
3345.08	116.007
3352.92	86.6125
3360.75	87.2467
3368.57	135.908
3376.37	92.5977
3384.17	99.3146
3391.95	88.0594
3399.72	56.8304
3407.48	59.6283
3415.23	62.4522
3422.97	85.3026
3430.7	110.178
3438.41	67.0771
3446.11	52.0009
3453.8	86.9492
3461.48	91.92
3469.15	84.9138
3476.81	75.9303
3484.46	68.9681
3492.1	78.0268
3499.72	41.1055
3507.33	50.2032
3514.94	31.3204
3522.53	60.4552
3530.11	37.6067
3537.68	52.7748
3545.24	51.9586
3552.79	25.1566
3560.32	24.3678
3567.85	35.5927
3575.36	32.8287
3582.87	-7.92426
3590.36	13.3316
3597.84	0.596222
3605.31	11.8692
3612.77	5.14807
3620.22	4.43201
3627.66	11.7206
3635.09	1.01053
3642.51	16.303
