Time = 2e-05 ns
0 0 3.74168e-05 -3.07565e-14 -1.50538e-06 1.06547e-05
0 0.496124 3.73676e-05 2.19129e-14 -1.31518e-06 9.19114e-06
0 0.992248 3.73316e-05 -4.05294e-14 -1.16284e-06 7.65317e-06
0 1.48837 3.73097e-05 3.69845e-14 -1.02854e-06 6.15281e-06
0 1.9845 3.73019e-05 -3.6829e-14 -9.10366e-07 4.76473e-06
0 2.48062 3.73079e-05 3.01291e-14 -8.4455e-07 3.38861e-06
0 2.97674 3.7328e-05 -4.35911e-14 -7.68862e-07 2.11733e-06
0 3.47287 3.73621e-05 3.11688e-14 -7.17592e-07 9.09172e-07
0 3.96899 3.74104e-05 -4.98456e-14 -6.65336e-07 -2.03348e-07
0 4.46512 3.7473e-05 2.952e-14 -6.44597e-07 -1.23036e-06
0 4.96124 3.75501e-05 -5.95268e-14 -6.28255e-07 -2.18207e-06
0 5.45736 3.7642e-05 6.26961e-14 -6.24963e-07 -3.04891e-06
0 5.95349 3.7749e-05 -1.35892e-13 -6.24441e-07 -3.80723e-06
0 6.44961 3.78712e-05 -3.37489e-14 -6.13434e-07 -4.45723e-06
0 6.94574 3.8009e-05 -9.68232e-14 -6.55673e-07 -5.06226e-06
0 7.44186 3.81628e-05 2.57884e-14 -6.35622e-07 -5.51344e-06
0 7.93798 3.83325e-05 -1.09108e-13 -6.53754e-07 -5.88774e-06
0 8.43411 3.85183e-05 8.79922e-14 -6.69687e-07 -6.14412e-06
0 8.93023 3.87411e-05 3.93622e-13 -6.8117e-07 -6.29423e-06
0 9.42636 3.89586e-05 2.94008e-13 -7.1239e-07 -6.34369e-06
0 9.92248 3.91912e-05 -4.88544e-13 -7.21857e-07 -6.312e-06
0 10.4186 3.94381e-05 5.68361e-13 -7.2926e-07 -6.17892e-06
0 10.9147 3.9698e-05 6.38871e-13 -7.48261e-07 -5.95624e-06
0 11.4109 3.99691e-05 1.78098e-12 -7.55678e-07 -5.67154e-06
0 11.907 4.02493e-05 3.02367e-12 -7.57782e-07 -5.31592e-06
0 12.4031 4.05356e-05 -3.91948e-12 -7.46756e-07 -4.91866e-06
0 12.8992 4.08246e-05 -2.3185e-12 -7.21695e-07 -4.48872e-06
0 13.3953 4.11347e-05 -2.60393e-12 -6.94023e-07 -4.02822e-06
0 13.8915 4.14166e-05 -7.49774e-12 -6.9244e-07 -3.57699e-06
